name,location,introduce,field,pagenumber
에스트랜스포트,"서울 송파구 송파대로 167 (문정동, 문정역테라타워) A동 1421호","과거 삼성SDS의 SOC사업부문의 사업경험과 기술을 바탕으로 창립되었습니다. 고속철도관련 기술이 약했던 한국에서 프랑스 TGV기술을 바탕으로 경부고속철도1, 2단계에서 완벽한 안전성을 보장하는 열차제어시스템이 공급되도록 일조한 것에, 무한한 자부심을 갖고 있습니다. ",제조/하드웨어,736
얼리커뮤니케이션,"서울특별시 강남구 논현로 656, 유건빌딩 6층 ",재미있는 세상을 합리적으로 소비하는 것에 대해 이야기하는 미디어입니다.,"(e)커머스,물류",737
마이23헬스케어,"서울 용산구 한강대로 366 (동자동, 트윈시티 남산) 16층",유전자 분석을 통해 나의 유전자를 미리 알고 내 몸에 꼭 필요한 맞춤 영양제 관리로 120세까지 건강하고 아름답게 살 수 있습니다. 타고난 유전자도 올바른 영양 섭취와 생활습관을 통해 극복할 수 있습니다!,헬스케어,738
아티스테크, ,승객주도형 구간공유택시,모빌리티,739
소리피다,서울 강남구 봉은사로 320 강남구비즈니스센터 10층 ,음악*영상물 제작 서비스,콘텐츠,740
알로프,경기도 성남시 분당구 동원동 35-1 비츠조명사옥 내 (1F-2F) ,"2017골든브랜드대상, 북유럽 디자이너 가구브랜드, 가죽소파, 패브릭소파, 수제원목가구, 신혼가구추천, 북유럽 소파.","(e)커머스,물류",741
가재연구소,"서울특별시 양천구 신정중앙로15길 5-15, 805호 ","양자택일 투표 컨텐츠,다수결이상형월드컵",콘텐츠,742
육그램,서울 광진구 뚝섬로 476-22 (자양동) 1층,육그램은 소비자의 고민을 함께 해결해나가는 정육점 입니다.,푸드,743
루트원소프트,"서울시 강남구 테헤란로 4길 14, 15층 ",전화번호 기반 멀티 암호화폐 지갑 서비스,금융/보험/핀테크,744
아이지롯,서울 강남구강남대로354 혜천빌딩 1126호 ,"유치원 입학생 추첨, 아파트 당첨자 추첨, 귀성 승차권 예매, 공연 및 스포츠 입장권 추첨 등 귀찮고 공정성이 항상 문제가 되는 추첨을 아이지롯이 간단히 해결해 드립니다.",광고/마케팅,746
헤이뷰티,서울 성동구 왕십리로2길 20 카우앤독 4층 ,"내 일정에 꼭 맞는 뷰티 예약 서비스 헤이뷰티. 헤어, 네일아트, 왁싱, 속눈썹, 스킨케어, 바디케어, 메이크업, 마사지, 태닝까지 다양한 뷰티 서비스를 터치만으로 간단히 예약할 수 있는 서비스 입니다.",패션/뷰티,747
한국스마트인증,서울시 강남구 ,"모바일 생체인증(얼굴, 목소리, 안문, 지문, 홍채 등) // Global Digital Identity",통신/보안/데이터/인프라,748
플라밍고,서울시 상암동 누리꿈스퀘어 연구개발타워 9층 9068호 ,"자영업주들을 위한, 스마트 자동화 경영지원 서비스",법률/인사/비즈니스,749
Lukas IT, ,정기구독형방식으로 한달코딩 교재와 키트가 집으로 배송,교육,750
아트래블,서울시 중구 명동2가 53-11 ,국내 / 외국인 관광 숙박 / 로컬 여행가이드,여행/레저,752
펫트너,"서울시 강동구 진황도로61길 56, 2층 ","펫트너는 수의사가 운영하고 수의대생이 돌보는 프리미엄 반려동물 돌봄 서비스를 제공합니다. Love your Pet, Live your Life.",Pet,753
산너머남촌,인천시 남구 ,"온라인 프리미엄 반찬, 집반찬연구소.",푸드,754
로움아이티,서울시 구로구 디지털로30길 28 마리오타워 819호 ,"간편인증 솔루션 (점유,ARS,스마트폰)",금융/보험/핀테크,755
ps125, ,뉴욕출신 디자이너 브랜드,패션/뷰티,756
하비인더박스, ,취미 정기배송 서비스. 세상의 다양한 취미들이 박스 안에 야무지게 담겨옵니다. 일상 속 취미를 회복하세요.,여행/레저,757
아이디어샘, ,"이제 거의 7년되어 가는군요. 현재 인원은 7명이며, 최근 6년간 이직률 0%로 직원이 일하기 좋은 회사입니다. 우리는 앱개발 전문 회사로 수차례 앱마켓 교육, 게임 분야 1위를 한 경험이 있습니다.",교육,758
아임닥터, ,외국인 대상 보험청구 서비스,헬스케어,759
엠아이플랜,"서울시 노원구 상계로 117, 3층 302호(상계동) ","전시,컨벤션 및 행사 대행업",광고/마케팅,760
코린트,서울 명동8가길 37 2층 ,베트남인을 위한 온/오프라인 한국 커뮤니티 운영,콘텐츠,762
웁살라젠,서울특별시 강남구 삼성로100길 16 한화빌딩 2층 ,응용 소프트웨어 개발 및 공급업,통신/보안/데이터/인프라,763
오내피플,"서울 강서구 마곡중앙8로1길 26 (마곡동, (주)캐스트윈마곡신사옥) 404호",온라인 언택트 개인정보보호 솔루션,통신/보안/데이터/인프라,764
티스퀘어,"부산 부산진구 전포대로199번길 43 (전포동, 한일빌딩) ","티끌모아태산은 '공간이 사람을 만든다'는 철학으로 다양한 공간을 디자인하고, 새롭게 활용하고 있습니다. 티끌모아태산은 현재 투명한 건축을 위한 종합 부동산 플랫폼을 운영하고 있으며, 스타트업·소호사업자를 위한 컨셉셰어오피스 0.9M, 청년 1인 가구를 위한 신개념 셰어하우스 HOUSE BY프로젝트를 진행하고 있습니다.",부동산/프롭테크,765
브라운백,서초동 1563-4 브라운백 베이스캠프 ,"커피가 존재하는 곳의 고민의 해결하는 국내 최고의 원두고민해결사 / 국내 온라인 1위 원두 전문 제조, 판매 회사",푸드,767
팝조이,서울시 중구 청계천로 40 13층 ,자체 서버소프트웨어엔진과 글로벌IP와 협업하여 세계화 가능한 실시간 멀티플레이 모바일 게임을 개발하고 서비스합니다.,게임,769
디케이브라더스,서울 성동구 뚝섬로1길 25 한라에코벨리 403호 ,입고싶은 옷에 맞춰 다이어트를 할 수 있는 쇼핑 다이어트 플랫폼 1kg 입니다.,광고/마케팅,770
캐치어스,"경기도 수원시 권선구 권중로 99, 803동 504호 ",고객의 출원분야롸 관련된 출원건 및 청구항을 상세분석하여 고객에게 적합한 최고의 변리사만을 무료로 매칭해 드립니다.,법률/인사/비즈니스,771
비아이컴퍼니,"서울 성동구 서울숲6길 20 (성수동1가, 삼일빌딩) 401호",장례 및 실버관련 플랫폼 서비스를 제공,"리빙/라이프스타일,장례",772
브라운온콤영상마케팅컴퍼니, ,올드한 프로덕션은 가라! 데이터+경험 =네이티브 브랜딩 콘텐츠 소셜 데이터 트렌드 리딩과 SEO로 차별화된 프로덕션,광고/마케팅,773
투이스코, ,"복싱글러브, 백글러브, 헤드기어, 복싱용품, 스포츠의류, 기능성의류, 땀복.",제조/하드웨어,774
카버샵, ,"세상을 바꾸는 두 시간. 차량을 소유한 당신. 세차,엔진오일 교환, 타이어 교체 등. 차량관리를 위해 매달 약 두시간의 시간을 소비하며 살아왔습니다.",모빌리티,775
빈티지랩,"서울 강남구 강남대로 464, 7층 ","컨설팅과 스타트업 투자의 관점으로, 기업의 유무형 자산과 인프라 속에서 새로운 비즈니스 기회를 발견하고 다수의 비즈니스 아이디어를 도출합니다.",교육,776
플레이윙즈,서울시 중구 삼일대로 343 ,"찾기힘든 항공권 특가정보를 한눈에! 저가항공 프로모션, 땡처리, 얼리버드 특가정보",여행/레저,777
와이키키소프트,서울 강남구 강남대로 314 서우빌딩 별관 4층 ,사용자인증의 새 패러다임,통신/보안/데이터/인프라,779
라임온더스팟,"경기 안양시 동안구 흥안대로427번길 16 (관양동, 평촌디지털엠파이어) 315호","LED DISPLAY 전문 제조, 판매업체로 하루가 다르게 변화하는 기업 환결 속에서도 업계 최초로 투명하고 플랙시블한 LED 디스플레이를 개발, 생산하여 글로벌 시대에 발 맞춰 다양한 고객의 요구에 맞는 LED DISPLAY를 국내 및 해외 시장에 공급하고 있습니다.",제조/하드웨어,780
복스유니버스,서울 마포구 독막로 281 마포한국빌딩(별관) 5층 ,"저희는 무엇을 말하는지 찾고 또 찾습니다. 고객의 목소히는 통해 아무도 몰랐던 놀라운 이야기를 찾습니다. 답을 찾고, 가치를 올리고, 사람을 이해하는 새로운 기술과, 고객 가치를 극대화하는 복스 유니버스 입니다.",통신/보안/데이터/인프라,781
인더핸즈,인천광역시 연수구 송도문화로 119 B1040 ,"SW 개발 전문가 입니다. 양방향 솔루션과 타이어마모도 프로그램등을 개발하였으며 전자칠판, 터치테이블 등의 HW도 제공합니다.",제조/하드웨어,782
트래볼루션,"서울 종로구 청계천로 85 (관철동, 삼일빌딩) 1005호","해외 OTA와 국내 관광상품을 연결하는 티켓, 현지투어 CSM 서비스",여행/레저,783
진캐스트,서울 송파구 충민로 66 가든파이브라이프 테크노관 10009호 ,Liquid Biopsy(Cancer Kit),헬스케어,784
유나이티드보더스,서울 송파구 문정동 651-6 헤리움타워 507,K-product 편집샵으로 서비스 개편 & 런칭을 준비하고 있습니다. ,"(e)커머스,물류",785
소프트리프,"서울 강서구 화곡로68길 82 (등촌동, 강서아이티밸리) 1001호",앱 및 웹 개발 전문개발사,법률/인사/비즈니스,786
패셔니,서울 마포구 양화로 156 LG팰리스 1121호 ,해외 명품 편집샵 메타 서비스,패션/뷰티,787
지냄,서울시 강남구 역삼동 708-24 (선릉타워) 7층 ,"게스트하우스 예약 및 창업교육부터 숙박예약, 프랜차이즈까지 한국의 O2O 게스트하우스여행 서비스를 전문적으로 제공합니다.",여행/레저,788
라니앤라이프,인천광역시 남동구 호구포로 120번길 41 ,가스기기/생활용품 전문 브랜드,제조/하드웨어,789
블럭버스터,서울 강남구 논현동 215-3 이세빌딩 5F,"(주)블럭버스터는 전세계 여행업계에 새로운 혁신을 일으키고자 2018년 5월에 설립한 신규법인입니다. 구성원들은 이미 5~8년이상 함께 일해온 팀원들이며, 지난 3년간 여행 스타트업을 운영하다가 블록체인 기술과 모델을 여행산업에 접목시켜보고자 모 항공사 대표의 투자를 받고 새롭게 출발하는 회사입니다.",여행/레저,790
헬로긱스,"서울 금천구 벚꽃로 286 (가산동, 삼성리더스타워) 1202호","유치원, 초중고 학생 대상 코딩 교육과 메이커 교육을 위한 전자키트, 하드웨어, 로봇, 스마트 토이를 제조하고 있으며 코딩 교육을 하기 위한 교재, 영상 콘텐츠 개발 및 코딩 교육 용역도 운영하고 있습니다.",교육,791
컨비니언스,서울시 마포구 양화로7길 83 ,"컨비니언스 프로젝트들은 직간접적인 시너지를 창출하고 있습니다. 예를 들어, 바른생각에서 폭발적 성장을 이끌어냈던 ‘Fitting Room’(나에게 맞는 콘돔 찾기) 서비스는 먼지몬지 ‘Fit Mask’(사이즈별 황사마스크",헬스케어,792
나날이,"서울 마포구 매봉산로 31 (상암동, S-PLEX CENTER) 시너지움 9층 서울게임콘텐츠센터 905호","우리가 만드는 것들이 시간떼우기용 컨텐츠가 되지 않도록 신경씁니다. 좀 색다른 걸 즐길 수 있게하겠다는 생각들에 골몰합니다. 기억할만한 작품을 남기겠다는 마음가짐으로 신경써서 작업합니다. 컨텐츠 하나에, 세계 하나씩을 만듭니다. 그렇게 나날이의 매일매일이 쌓여갑니다.",게임,793
서울벤처스,서울시 서초구 양재동 91-8번지 대보빌딩 3층 ,"이커머스 추천 서비스 Retaku
 컨텐츠 추천 서비스 AIContents
 물류 ERP 솔루션 easyplay",교육,794
올리비아센스,마포구 백범로31길21 서울창업허브 ,"태아 관점에서 개발 된 임산부 복대와 고리만 바꿔 걸면 휴식브라, 수면브라, 건강브라",패션/뷰티,795
DogEar Travel,서울시 강남구 테헤란로 26길 14 ,,여행/레저,796
펀드어헤드,"서울시 성동구 아차산로 68, 8층 805호 (성수동 2가 AU Tower) ","사람과 기업을 위한 앞선 금융, <펀드어헤드>는 자금이 필요한 기업(법인/개인)과 투자자를 연결해 
 중금리 대출과 고수익을 실현하는 핀테크 기업입니다",금융/보험/핀테크,798
디스커버제주,제주특별자치도 서귀포시 대포로 26 (대포동) 디스커버제주,"""제주의 숨겨진 재미를 발견하는 로컬 액티비티 플랫폼"" Local Trip. 제주에서 일상을 보내는 지역민들처럼 지내는 여행을 꿈꾸시나요?    디스커버제주는 관광지가 아닌 제주도 사람들의 먹을거리,볼거리,놀거리를 함께 나누고 싶었어요.     재주 많은 제주 사람들이 직접 기획한 체험 여행 프로그램을 만나보세요.",여행/레저,799
진짜녀석들,서울시 강남구 강남대로 320 황화빌딩 1108호 ,청춘들을 위한 신개념 맞춤형 영어 콘텐츠 제공 온라인 교육 서비스,교육,800
용스쿨,"서울 금천구 가산디지털1로 168 (가산동, 우림라이온스밸리) C동 1502","용스쿨은 영어를 소통의 도구로 길러 ""개천에서 세계까지"" 모든 기회의 문을 열수있는 마스터키를 가질 수 있는 프로그램을 진행하고있다. 초중고 부터 비즈니스 영어까지 5세부터 80세까지 맞춤 교육으로 오프라인 그리고 온라인으로 진행 되고있다. 어학원, 공부방, 개인 과외, 강사, 그리고 멘토까지 전반적인 교육 온오프라인 플랫폼으로 교육의 질을 한층 업그레이드하고있다.",교육,801
새늘투어,"부산광역시 수영구 수영로 688, 4층 새늘투어 ",여행에 관한 모든 일은 새늘투어에 맡겨주세요! 새늘투어가 여러분의 최고의 여행 파트너가 되어드리겠습니다.,여행/레저,802
